UUID,Japanese,English,KitsunekkoID,MyAnimeListID
5df25a77-5677-4cb4-beeb-ffed4aa01aa6,遊☆戯☆王　アーク・ファイブ ARC-V,Yu-Gi-Oh! Arc-V,Yu-Gi-Oh!_ARC-V,21639
e10d87be-e3d2-45f9-b055-7ce1aace910e,遊☆戯☆王　デュエルモンスターズ,Yu-Gi-Oh!,Yu-Gi-Oh! Duel Monsters,481
849298a0-d581-47ca-8889-365165689408,遊戯王VRAINS,Yu-Gi-Oh! VRAINS,Yu-Gi-Oh!_VRAINS,34866
ff65446b-c3b8-422f-8bc5-151f7680ccc1,重神機パンドーラ,Last Hope,Juushinki Pandora - Last Hope,33531
90983c30-8b1f-482d-9a9d-9facf05924e2,金田一少年の事件簿,The Kindaichi Case Files,Kindaichi_Case_Files,2076
a8bc381b-481a-40ed-9f44-3495fa355bfd,金田一少年の事件簿R【リターンズ】,The File of Young Kindaichi Returns,Kindaichi_Case_Files_R,22817
ea0dc857-e63a-43c5-90f0-f044a5511a63,銀の匙,Silver Spoon,Gin_No_Saji,16918
6eb30e8a-5e99-45a8-aa61-e12d2426cf63,銀河へキックオフ!!,Ginga e Kickoff!!,Ginga_E_Kick-Off,12875
938fd9f4-8018-4ac1-8c06-106f29b29aa1,銀河英雄伝説,Legend of the Galactic Heroes,Legend_Of_The_Galactic_Heroes,820
daea712e-acbb-41a8-8efc-8b45ff645f42,銀河英雄伝説 Die Neue These,Legend of the Galactic Heroes: Die Neue These,Legend Of The Galactic Heroes_ Die Neue These,0
d7894847-5797-406d-aec5-8fa2af2c5616,銀河鉄道９９９,Ginga Tetsudou 999,Ginga Tetsudou 999,1491
9f08da03-fac9-48b1-8dfb-095d37fe91b8,銀魂,Gintama,Gintama,918
954b9dfa-55c0-46ac-bd8b-8df0c040a41b,銀魂' 延長戦,Gintama: Enchousen,Gintama'_ Enchousen,15417
27eae232-1718-4aed-bb31-735bab2b1a74,銃皇無尽のファフニール,Unlimited Fafnir,Juuou_Mujin_No_Fafnir,24873
ed1e7515-2adc-4d1d-aa55-c83ed05aa147,鋼の錬金術師,Fullmetal Alchemist,Fullmetal Alchemist,121
43bd6018-30b7-4bf7-9529-9aaab98efe58,鋼鉄ジーグ,Koutetsu Jeeg,Koutetsu_Jeeg,4198
fcae3054-8503-4e1e-a8a0-38090fc7519c,闘牌伝説アカギ　闇に舞い降りた天才,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,Touhai_Densetsu_Akagi_-_Yami_Ni_Maiorita_Tensai,658
39e182aa-5c34-4b79-a35d-ca218abba9fb,陽あたり良好！,Sunny Ryoko,Hiatari_Ryoukou,729
663d59ab-2baf-42ed-999a-6dae91808ae8,電波教師,Ultimate Otaku Teacher,Denpa_Kyoushi,29589
4a4db186-aa5d-454a-a129-cb90b0cb76b5,青春×機関銃,Aoharu x Machinegun,Aoharu_x_Kikanjuu,30205
347e2269-d3b9-4da4-8a91-eb6c6cc4f07c,風の谷のナウシカ,Nausicaä of the Valley of the Wind,Nausicaa_Of_The_Valley_Of_The_Wind,572
d27ab3d7-9407-448e-a265-796dc9b24ee2,食戟のソーマ,Food Wars! Shokugeki no Soma,Shokugeki_No_Souma,28171
68f86856-cd75-4a57-8a8f-c09b3ce56e17,鬼滅の刃,Demon Slayer: Kimetsu no Yaiba,Kimetsu no Yaiba,38000
35d25faf-4d02-472b-ad45-a873a94e77f4,鬼灯の冷徹,Hozuki's Coolheadedness,Hoozuki_No_Reitetsu,20431
76885091-ab55-4aa8-919d-419cdec7b60c,魔入りました！入間くん,Welcome to Demon School! Iruma-kun,Mairimashita! Iruma-kun,39196
4341b85f-52fc-475d-9183-ed814537f4ed,魔法つかいプリキュア！,Maho Girls Precure!,Mahou_Tsukai_PreCure,31884
fb7f5cec-3623-4fdc-824b-f5fd5a5c402f,魔法使いの嫁,The Ancient Magus' Bride,Mahoutsukai no Yome,35062
f7dbf320-fe8a-4dd8-bd60-d8be8d33ee58,魔法少女 俺,Magical Girl Ore,Mahou Shoujo Ore,36902
d2f016bc-d4b6-4739-9ebc-718f555f5348,魔法戦争,Magical Warfare,Mahou_Sensou,19769
ab1eb452-7136-4d79-9604-7d0bd0beea56,魔術士オーフェンはぐれ旅,Sorcerous Stabber Orphen,Majutsushi Orphen Hagure Tabi,37576
9d29bd33-517b-488b-8818-790f4d7d4de2,黒子のバスケ,Kuroko's Basketball,Kuroko no Basket,11771
3f670820-d391-4973-a208-8c0f81b3166a,龍ヶ嬢七々々の埋蔵金,Nanana's Buried Treasur,Ryuugajou_Nanana_No_Maizoukin,21561
